"Gene.Names"	"apo1_Rep1"	"apo1_Rep2"	"apo1_Rep3"	"apo2_Rep1"	"apo2_Rep2"	"apo2_Rep3"	"apo3_Rep1"	"apo3_Rep2"	"apo3_Rep3"	"Entry"	"Entry.Name"	"Protein.names"	"Length"	"Pathway"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"
"EGW08_000136"	87	49	38	76	44	32	84	43	41	"A0A433UEA7"	"A0A433UEA7_ELYCH"	"Coiled-coil domain-containing protein 178"	979	""	""	""
"EGW08_000137"	26	14	12	27	12	15	16	11	5	"A0A433UEF6"	"A0A433UEF6_ELYCH"	"DEUBAD domain-containing protein"	999	""	""	"GO:0005634; GO:0046872"
"EGW08_000138"	29	17	12	32	12	20	32	15	17	"A0A3S1BN97"	"A0A3S1BN97_ELYCH"	"Glutathione peroxidase"	208	""	"response to oxidative stress [GO:0006979]"	"GO:0004602; GO:0006979"
"EGW08_000139"	534	283	251	662	330	332	605	313	292	"A0A3S1A2E7"	"A0A3S1A2E7_ELYCH"	"Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)"	499	"PATHWAY: Metabolic intermediate biosynthesis; (R)-mevalonate biosynthesis; (R)-mevalonate from acetyl-CoA: step 2/3. {ECO:0000256|ARBA:ARBA00005218, ECO:0000256|RuleBase:RU364071}."	"acetyl-CoA metabolic process [GO:0006084]; farnesyl diphosphate biosynthetic process, mevalonate pathway [GO:0010142]; sterol biosynthetic process [GO:0016126]"	"GO:0004421; GO:0006084; GO:0010142; GO:0016126"
"EGW08_000140"	238	129	109	336	158	178	261	132	129	"A0A433UE67"	"A0A433UE67_ELYCH"	"SCP2 domain-containing protein"	295	""	""	""
"EGW08_000141"	65	32	50	76	44	45	65	37	42	"A0A433UE18"	"A0A433UE18_ELYCH"	"SCP2 domain-containing protein"	409	""	""	"GO:0005777"
"EGW08_000142"	0	12	5	1	6	8	2	7	9	"A0A3S1BYP1"	"A0A3S1BYP1_ELYCH"	"Uncharacterized protein"	147	""	""	""
"EGW08_000143"	21	9	12	27	9	18	14	5	9	"A0A433UEA4"	"A0A433UEA4_ELYCH"	"Polyprotein"	161	""	""	"GO:0016020"
"EGW08_000144"	56	21	35	51	26	25	46	28	18	"A0A3S1A1Q2"	"A0A3S1A1Q2_ELYCH"	"Amidase domain-containing protein"	291	""	""	"GO:0016020"
"EGW08_000145"	890	441	449	1024	503	521	1014	539	475	"A0A433UE48"	"A0A433UE48_ELYCH"	"Dystonin"	1175	""	"intermediate filament cytoskeleton organization [GO:0045104]"	"GO:0005509; GO:0005737; GO:0005856; GO:0008017; GO:0016020; GO:0045104"
"EGW08_000146"	16	7	9	19	13	6	11	3	8	"A0A3S1BUW0"	"A0A3S1BUW0_ELYCH"	"Uncharacterized protein"	142	""	""	""
"EGW08_000147"	74	31	43	93	47	46	92	43	49	"A0A433UEG2"	"A0A433UEG2_ELYCH"	"RAP domain-containing protein"	601	""	""	""
"EGW08_000148"	6	2	4	12	8	4	8	2	6	"A0A3S1BVF4"	"A0A3S1BVF4_ELYCH"	"Immunoglobulin domain-containing protein"	227	""	""	"GO:0019888; GO:0030289"
"EGW08_000149"	15	10	5	19	16	3	17	9	8	"A0A3S1I4P6"	"A0A3S1I4P6_ELYCH"	"Ig-like domain-containing protein"	111	""	""	""
"EGW08_000150"	0	0	0	0	0	0	0	0	0	"A0A433UE81"	"A0A433UE81_ELYCH"	"Uncharacterized protein"	405	""	""	"GO:0016020"
"EGW08_000151"	0	0	0	0	0	0	0	0	0	"A0A433UE29"	"A0A433UE29_ELYCH"	"Uncharacterized protein"	126	""	""	""
"EGW08_000152"	0	0	0	0	0	0	0	0	0	"A0A433UEB9"	"A0A433UEB9_ELYCH"	"Uncharacterized protein"	288	""	""	""
"EGW08_000153"	182	97	85	210	103	107	192	108	84	"A0A433UEB3"	"A0A433UEB3_ELYCH"	"Wolframin"	787	""	""	"GO:0016020"
"EGW08_000154"	0	0	0	0	0	0	0	0	0	"A0A433UDV0"	"A0A433UDV0_ELYCH"	"Uncharacterized protein"	202	""	""	""
"EGW08_000155"	24	15	9	33	17	16	38	22	16	"A0A3S1AH96"	"A0A3S1AH96_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	364	""	""	"GO:0004930; GO:0016020"
"EGW08_000156"	758	384	374	893	464	429	854	445	409	"A0A433UEC2"	"A0A433UEC2_ELYCH"	"Ubiquilin"	569	""	""	""
"EGW08_000157"	91	47	44	118	65	53	113	53	60	"A0A3S5K2K6"	"A0A3S5K2K6_ELYCH"	"Protein CLP1 homolog"	455	""	"mRNA 3'-end processing [GO:0031124]"	"GO:0005524; GO:0005849; GO:0031124; GO:0051731"
"EGW08_000158"	46	26	20	44	26	18	50	26	24	"A0A433UED8"	"A0A433UED8_ELYCH"	"FA complementation group I"	1284	""	"DNA repair [GO:0006281]"	"GO:0006281"
"EGW08_000159"	0	0	0	1	1	0	1	0	1	"A0A433UE86"	"A0A433UE86_ELYCH"	"Coiled-coil domain-containing protein 39"	354	""	""	""
"EGW08_000160"	0	0	0	0	0	0	0	0	0	"A0A433UE93"	"A0A433UE93_ELYCH"	"Uncharacterized protein"	292	""	""	""
"EGW08_000161"	739	367	372	894	433	461	857	426	431	"A0A433UE45"	"A0A433UE45_ELYCH"	"Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)"	171	""	"protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]"	"GO:0000413; GO:0003755; GO:0006457"
"EGW08_000162"	730	355	375	900	459	441	858	428	430	"A0A433UED6"	"A0A433UED6_ELYCH"	"Uncharacterized protein"	650	""	""	"GO:0016020"
"EGW08_000163"	0	0	0	0	0	0	0	0	0	"A0A3S1CGP7"	"A0A3S1CGP7_ELYCH"	"Uncharacterized protein"	115	""	""	""
"EGW08_000164"	0	0	0	0	0	0	0	0	0	"A0A433UDW1"	"A0A433UDW1_ELYCH"	"RNase H type-1 domain-containing protein"	211	""	""	""
"EGW08_000165"	1	0	1	0	0	0	0	0	0	"A0A433UE65"	"A0A433UE65_ELYCH"	"Uncharacterized protein"	126	""	""	""
"EGW08_000166"	0	0	0	0	0	0	0	0	0	"A0A433UED4"	"A0A433UED4_ELYCH"	"C-type lectin domain-containing protein"	158	""	""	""
"EGW08_000167"	0	0	0	0	0	0	0	0	0	"A0A433UEH8"	"A0A433UEH8_ELYCH"	"ISXO2-like transposase domain-containing protein"	215	""	""	""
"EGW08_000168"	0	0	0	0	0	0	0	0	0	"A0A3S1BNA7"	"A0A3S1BNA7_ELYCH"	"EGF-like domain-containing protein"	163	""	""	"GO:0016020"
"EGW08_000169"	63	29	34	63	30	33	60	34	26	"A0A433UE96"	"A0A433UE96_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	554	""	""	"GO:0004930; GO:0016020"
"EGW08_000170"	0	0	0	0	0	0	0	0	0	"A0A433UEA5"	"A0A433UEA5_ELYCH"	"Uncharacterized protein"	215	""	""	""
"EGW08_000171"	0	0	0	0	0	0	0	0	0	"A0A433UE53"	"A0A433UE53_ELYCH"	"Uncharacterized protein"	358	""	""	""
"EGW08_000172"	0	0	1	0	0	0	2	1	1	"A0A3S1AH47"	"A0A3S1AH47_ELYCH"	"Uncharacterized protein"	128	""	""	"GO:0016020"
"EGW08_000173"	50	37	14	59	30	29	54	29	25	"A0A3S1A6Q7"	"A0A3S1A6Q7_ELYCH"	"F5/8 type C domain-containing protein"	658	""	""	""
"EGW08_000174"	65	37	28	73	36	37	73	36	37	"A0A3S1CGG6"	"A0A3S1CGG6_ELYCH"	"Protein kinase domain-containing protein"	783	""	"protein phosphorylation [GO:0006468]"	"GO:0004672; GO:0005524; GO:0006468"
"EGW08_000175"	93	52	41	94	51	43	83	43	40	"A0A3S1BMZ9"	"A0A3S1BMZ9_ELYCH"	"Gelsolin-like domain-containing protein"	358	""	""	"GO:0051015"
"EGW08_000176"	1	1	0	2	1	1	3	1	2	"A0A433UE28"	"A0A433UE28_ELYCH"	"Ig-like domain-containing protein"	605	""	""	"GO:0016020"
"EGW08_000177"	0	0	0	1	0	1	0	0	0	"A0A433UDY1"	"A0A433UDY1_ELYCH"	"Ig-like domain-containing protein"	206	""	""	""
"EGW08_000178"	1	0	1	0	0	0	0	0	0	"A0A433UDQ6"	"A0A433UDQ6_ELYCH"	"Uncharacterized protein"	110	""	""	""
"EGW08_000179"	164	90	74	178	95	83	191	88	103	"A0A3S1A272"	"A0A3S1A272_ELYCH"	"Frizzled-2"	634	""	"cell surface receptor signaling pathway [GO:0007166]"	"GO:0004888; GO:0007166; GO:0016020"
"EGW08_000180"	28	17	11	21	12	9	29	16	13	"A0A433UDK3"	"A0A433UDK3_ELYCH"	"C2H2-type domain-containing protein"	2095	""	"regulation of gene expression [GO:0010468]"	"GO:0003677; GO:0005634; GO:0010468; GO:0046872"
"EGW08_000181"	333	164	169	354	194	160	355	175	180	"A0A433UDX6"	"A0A433UDX6_ELYCH"	"C2H2-type domain-containing protein"	2002	""	""	"GO:0003676; GO:0008270"
"EGW08_000182"	134	67	67	109	55	54	124	56	68	"A0A3S1BYF3"	"A0A3S1BYF3_ELYCH"	"N6-adenosine-methyltransferase 70 kDa subunit"	570	""	""	"GO:0005634; GO:0016422"
"EGW08_000183"	442	232	210	483	242	241	468	259	209	"A0A433UDE7"	"A0A433UDE7_ELYCH"	"Lon protease homolog (EC 3.4.21.-)"	840	""	"protein catabolic process [GO:0030163]; proteolysis [GO:0006508]"	"GO:0004176; GO:0004252; GO:0005524; GO:0006508; GO:0016887; GO:0030163"
"EGW08_000184"	78	35	43	136	70	66	131	66	65	"A0A3S1A1H8"	"A0A3S1A1H8_ELYCH"	"Endosome-associated-trafficking regulator 1"	411	""	""	""
"EGW08_000185"	69	37	32	72	41	31	81	44	37	"A0A433UDY0"	"A0A433UDY0_ELYCH"	"ELMO domain-containing protein"	747	""	"apoptotic process [GO:0006915]; phagocytosis [GO:0006909]"	"GO:0005737; GO:0006909; GO:0006915; GO:0017124"
"EGW08_000186"	134	75	59	131	73	58	147	79	68	"A0A3S1BUM7"	"A0A3S1BUM7_ELYCH"	"Nucleolar protein 10"	107	""	"pseudouridine synthesis [GO:0001522]; rRNA processing [GO:0006364]"	"GO:0001522; GO:0006364; GO:0030515; GO:1990904"
"EGW08_000187"	48	21	27	64	38	26	44	24	20	"A0A433UDZ3"	"A0A433UDZ3_ELYCH"	"non-specific serine/threonine protein kinase (EC 2.7.11.1)"	224	""	"protein phosphorylation [GO:0006468]; tRNA processing [GO:0008033]"	"GO:0004674; GO:0005524; GO:0006468; GO:0008033"
"EGW08_000188"	379	185	194	431	220	211	466	241	225	"A0A433UDS1"	"A0A433UDS1_ELYCH"	"Sulfotransferase domain-containing protein"	355	""	""	"GO:0008146; GO:0016020"
"EGW08_000189"	105	53	52	126	71	55	104	60	44	"A0A3S1BV72"	"A0A3S1BV72_ELYCH"	"Sulfotransferase domain-containing protein"	583	""	""	"GO:0008146"
"EGW08_000190"	63	37	26	62	36	26	63	32	31	"A0A433UDL8"	"A0A433UDL8_ELYCH"	"SOCS box domain-containing protein"	408	""	""	""
"EGW08_000191"	1	0	1	2	1	1	0	0	0	"A0A3S1I4F0"	"A0A3S1I4F0_ELYCH"	"Sulfotransferase domain-containing protein"	339	""	""	"GO:0008146"
"EGW08_000192"	61	27	34	59	24	35	62	26	36	"A0A433UDX3"	"A0A433UDX3_ELYCH"	"WW domain-containing protein"	695	""	""	"GO:0016422; GO:0099122"
"EGW08_000193"	340	177	163	418	214	204	420	204	216	"A0A3S1AH49"	"A0A3S1AH49_ELYCH"	"Lipid-binding serum glycoprotein N-terminal domain-containing protein"	514	""	""	"GO:0005615; GO:0008289"
"EGW08_000194"	83	54	29	84	49	35	103	59	44	"A0A3S1A6R7"	"A0A3S1A6R7_ELYCH"	"Lipid-binding serum glycoprotein C-terminal domain-containing protein"	137	""	""	"GO:0008289"
"EGW08_000195"	150	77	73	152	74	78	172	87	85	"A0A3S1CGH5"	"A0A3S1CGH5_ELYCH"	"Lipid-binding serum glycoprotein N-terminal domain-containing protein"	326	""	""	"GO:0008289"
"EGW08_000196"	26	14	12	19	5	14	24	11	13	"A0A3S1BN10"	"A0A3S1BN10_ELYCH"	"C2H2-type domain-containing protein"	320	""	""	""
"EGW08_000197"	35	17	18	37	20	17	37	22	15	"A0A3S1A281"	"A0A3S1A281_ELYCH"	"Uncharacterized protein"	207	""	""	""
"EGW08_000198"	51	26	25	42	22	20	40	20	20	"A0A433UDT3"	"A0A433UDT3_ELYCH"	"C2H2-type domain-containing protein"	919	""	""	""
"EGW08_000199"	139	82	57	177	87	90	156	80	76	"A0A433UDU4"	"A0A433UDU4_ELYCH"	"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"	905	""	""	"GO:0016491"
"EGW08_000200"	5	3	2	2	0	2	3	3	0	"A0A433UDM8"	"A0A433UDM8_ELYCH"	"Alpha-type protein kinase domain-containing protein"	222	""	"protein phosphorylation [GO:0006468]"	"GO:0004674; GO:0005524; GO:0006468"
"EGW08_000201"	273	121	152	277	126	151	258	139	119	"A0A3S1BYG5"	"A0A3S1BYG5_ELYCH"	"AB hydrolase-1 domain-containing protein"	335	""	""	""
"EGW08_000202"	135	64	71	200	100	100	162	72	90	"A0A3S1A1I8"	"A0A3S1A1I8_ELYCH"	"CCR4-NOT transcription complex subunit 10"	672	""	"regulation of translation [GO:0006417]; RNA-mediated gene silencing [GO:0031047]"	"GO:0005634; GO:0005737; GO:0006417; GO:0030014; GO:0031047"
"EGW08_000203"	131	62	69	122	58	64	130	66	64	"A0A3S1BUN9"	"A0A3S1BUN9_ELYCH"	"Uncharacterized protein"	147	""	""	""
"EGW08_000204"	109	52	57	111	63	48	105	55	50	"A0A3S1BV80"	"A0A3S1BV80_ELYCH"	"SS18 N-terminal domain-containing protein"	677	""	""	""
"EGW08_000205"	181	85	96	223	116	107	224	111	113	"A0A433UE00"	"A0A433UE00_ELYCH"	"DUF1330 domain-containing protein"	253	""	""	""
"EGW08_000206"	58	33	25	86	44	42	64	34	30	"A0A3S1I4G0"	"A0A3S1I4G0_ELYCH"	"Glutathione S-transferase omega (GSTO) (EC 1.20.4.2) (EC 1.8.5.1) (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (Monomethylarsonic acid reductase)"	245	""	"glutathione metabolic process [GO:0006749]"	"GO:0004364; GO:0005737; GO:0006749; GO:0045174; GO:0050610"
"EGW08_000207"	258	113	145	321	155	166	292	150	142	"A0A3S1AH53"	"A0A3S1AH53_ELYCH"	"Glutathione S-transferase omega (GSTO) (EC 1.20.4.2) (EC 1.8.5.1) (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (Monomethylarsonic acid reductase)"	246	""	"glutathione metabolic process [GO:0006749]"	"GO:0004364; GO:0005737; GO:0006749; GO:0045174; GO:0050610"
"EGW08_000208"	95	49	46	108	53	55	95	40	55	"A0A3S1A6S6"	"A0A3S1A6S6_ELYCH"	"Diphosphomevalonate decarboxylase (EC 4.1.1.33)"	401	"PATHWAY: Steroid biosynthesis; cholesterol biosynthesis. {ECO:0000256|RuleBase:RU363086}."	"cholesterol biosynthetic process [GO:0006695]; isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]"	"GO:0004163; GO:0005524; GO:0005829; GO:0006695; GO:0019287"
"EGW08_000209"	365	169	196	440	215	225	361	168	193	"A0A3S1CGI3"	"A0A3S1CGI3_ELYCH"	"EF-hand domain-containing protein"	222	""	""	"GO:0005509"
"EGW08_000210"	6	3	3	15	7	8	9	4	5	"A0A3S1BN22"	"A0A3S1BN22_ELYCH"	"Uncharacterized protein"	335	""	""	""
"EGW08_000211"	85	45	40	106	58	48	99	48	51	"A0A3S1A291"	"A0A3S1A291_ELYCH"	"Alpha-type protein kinase domain-containing protein"	629	""	"protein phosphorylation [GO:0006468]"	"GO:0004674; GO:0005524; GO:0006468"
"EGW08_000212"	1	0	1	1	0	1	1	1	0	"A0A3S1BYI2"	"A0A3S1BYI2_ELYCH"	"Uncharacterized protein"	217	""	""	""
"EGW08_000213"	17	5	12	10	6	4	18	8	10	"A0A433UDH1"	"A0A433UDH1_ELYCH"	"LRRCT domain-containing protein"	661	""	""	"GO:0016020"
"EGW08_000214"	3	2	1	1	1	0	1	0	1	"A0A433UDR7"	"A0A433UDR7_ELYCH"	"Amino acid permease/ SLC12A domain-containing protein"	190	""	""	"GO:0016020; GO:0022857"
"EGW08_000215"	71	30	41	84	39	45	82	35	47	"A0A3S1A1J8"	"A0A3S1A1J8_ELYCH"	"Amino acid permease/ SLC12A domain-containing protein"	470	""	""	"GO:0016020; GO:0022857"
"EGW08_000216"	60	32	28	69	42	27	54	27	27	"A0A433UE60"	"A0A433UE60_ELYCH"	"Aquaporin"	289	""	""	"GO:0015267; GO:0016020"
"EGW08_000217"	3	11	10	1	9	11	4	8	8	"A0A3S1BUP8"	"A0A3S1BUP8_ELYCH"	"Tubulin beta chain"	374	""	"microtubule-based process [GO:0007017]"	"GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017"
"EGW08_000218"	1	8	11	2	11	10	3	8	7	"A0A433UDU9"	"A0A433UDU9_ELYCH"	"Uncharacterized protein"	421	""	""	"GO:0016020"
"EGW08_000219"	65	30	35	51	29	22	65	31	34	"A0A3S1BV91"	"A0A3S1BV91_ELYCH"	"Transient receptor ion channel domain-containing protein"	904	""	""	"GO:0005262; GO:0016020"
"EGW08_000220"	1086	562	524	1225	631	594	1255	667	588	"A0A3S1I4H2"	"A0A3S1I4H2_ELYCH"	"Ras-related protein Rab-2A"	212	""	""	"GO:0003924; GO:0005525"
"EGW08_000221"	19	8	11	19	8	11	32	21	11	"A0A3S1AH61"	"A0A3S1AH61_ELYCH"	"Protein SHQ1 homolog"	490	""	"box H/ACA snoRNP assembly [GO:0000493]"	"GO:0000493"
"EGW08_000222"	27	14	13	30	13	17	37	19	18	"A0A433UDZ8"	"A0A433UDZ8_ELYCH"	"FIT family protein"	323	""	"lipid droplet organization [GO:0034389]; lipid storage [GO:0019915]"	"GO:0005789; GO:0019915; GO:0034389; GO:0106399"
"EGW08_000223"	43	20	23	67	40	27	68	32	36	"A0A3S1A6T3"	"A0A3S1A6T3_ELYCH"	"Ubiquitin-like domain-containing protein"	477	""	"response to unfolded protein [GO:0006986]"	"GO:0006986; GO:0016020"
"EGW08_000224"	3	1	2	7	4	3	1	1	0	"A0A433UDT1"	"A0A433UDT1_ELYCH"	"Uncharacterized protein"	102	""	""	""
"EGW08_000225"	113	61	52	180	93	87	163	81	82	"A0A433UE25"	"A0A433UE25_ELYCH"	"U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31)"	509	""	"spliceosomal tri-snRNP complex assembly [GO:0000244]"	"GO:0000244; GO:0003723; GO:0005681; GO:0046540"
"EGW08_000226"	298	143	155	362	199	163	350	176	174	"A0A433UE71"	"A0A433UE71_ELYCH"	"Glucose-6-phosphate isomerase (EC 5.3.1.9)"	555	"PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000256|ARBA:ARBA00004926, ECO:0000256|RuleBase:RU000612}."	"carbohydrate derivative metabolic process [GO:1901135]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]"	"GO:0004347; GO:0006094; GO:0006096; GO:0097367; GO:1901135"
"EGW08_000227"	136	71	65	150	74	76	127	55	72	"A0A433UE21"	"A0A433UE21_ELYCH"	"Leucine-rich repeat and coiled-coil domain-containing protein 1"	1030	""	""	""
"EGW08_000228"	30	18	12	41	25	16	37	20	17	"A0A3S1CGJ1"	"A0A3S1CGJ1_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	248	""	""	"GO:0004930; GO:0016020"
"EGW08_000229"	521	244	277	582	284	298	525	281	244	"A0A433UDX8"	"A0A433UDX8_ELYCH"	"Amino acid permease/ SLC12A domain-containing protein"	740	""	""	"GO:0016020; GO:0022857"
"EGW08_000230"	267	126	141	308	154	154	307	156	151	"A0A433UDQ2"	"A0A433UDQ2_ELYCH"	"hydroxymethylbilane synthase (EC 2.5.1.61) (Hydroxymethylbilane synthase)"	440	"PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; coproporphyrinogen-III from 5-aminolevulinate: step 2/4. {ECO:0000256|ARBA:ARBA00004735}."	"peptidyl-pyrromethane cofactor linkage [GO:0018160]; protoporphyrinogen IX biosynthetic process [GO:0006782]"	"GO:0004418; GO:0006782; GO:0018160"
"EGW08_000231"	41	19	22	42	20	22	29	12	17	"A0A3S1BN31"	"A0A3S1BN31_ELYCH"	"Uncharacterized protein"	119	""	""	""
"EGW08_000232"	35	18	17	47	23	24	59	36	23	"A0A433UE05"	"A0A433UE05_ELYCH"	"Nucleotide-diphospho-sugar transferase domain-containing protein"	537	""	""	""
"EGW08_000233"	249	128	121	284	133	151	268	134	134	"A0A433UDI9"	"A0A433UDI9_ELYCH"	"COMM domain-containing protein 5"	177	""	""	""
"EGW08_000234"	19	11	8	16	5	11	14	9	5	"A0A433UDU2"	"A0A433UDU2_ELYCH"	"Uncharacterized protein"	133	""	""	"GO:0016020"
"EGW08_000235"	85	44	41	92	46	46	115	56	59	"A0A3S1A2A0"	"A0A3S1A2A0_ELYCH"	"TIL domain-containing protein"	107	""	""	""
"EGW08_000236"	1448	710	738	1702	825	877	1662	807	855	"A0A3S1BYJ3"	"A0A3S1BYJ3_ELYCH"	"Uncharacterized protein"	343	""	""	"GO:0050525"
"EGW08_000237"	0	0	0	0	0	0	1	1	0	"A0A3S1A1K5"	"A0A3S1A1K5_ELYCH"	"Cytochrome P450"	210	""	""	"GO:0004497; GO:0005506; GO:0016705; GO:0020037"
"EGW08_000238"	0	0	0	3	1	2	0	0	0	"A0A3S1BUR0"	"A0A3S1BUR0_ELYCH"	"Cytochrome P450"	510	""	""	"GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037"
"EGW08_000239"	3	2	1	7	4	3	1	0	1	"A0A3S1BVA2"	"A0A3S1BVA2_ELYCH"	"DH domain-containing protein"	333	""	""	"GO:0005085"
"EGW08_000240"	620	289	331	719	371	348	627	301	326	"A0A3S1I4I4"	"A0A3S1I4I4_ELYCH"	"Rho-GAP domain-containing protein"	2640	""	"signal transduction [GO:0007165]"	"GO:0007165"
"EGW08_000241"	0	0	0	0	0	0	0	0	0	"A0A433UE22"	"A0A433UE22_ELYCH"	"Uncharacterized protein"	260	""	""	""
"EGW08_000242"	8	6	2	11	8	3	13	8	6	"A0A433UE13"	"A0A433UE13_ELYCH"	"Reverse transcriptase domain-containing protein"	670	""	""	""
"EGW08_000243"	3	3	0	2	1	1	7	2	6	"A0A3S1AH65"	"A0A3S1AH65_ELYCH"	"Ufm1-specific protease 1"	230	""	""	""
"EGW08_000244"	81	42	39	110	47	63	94	40	54	"A0A433UDV2"	"A0A433UDV2_ELYCH"	"Essential protein Yae1 N-terminal domain-containing protein"	142	""	""	""
"EGW08_000245"	937	499	438	1041	561	480	1042	531	511	"A0A433UE40"	"A0A433UE40_ELYCH"	"Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)"	388	""	"acetyl-CoA biosynthetic process from pyruvate [GO:0006086]"	"GO:0004739; GO:0006086; GO:0043231"
"EGW08_000246"	3	2	1	4	3	1	3	1	2	"A0A3S1A6U1"	"A0A3S1A6U1_ELYCH"	"Protein kinase domain-containing protein"	428	""	"protein phosphorylation [GO:0006468]"	"GO:0004672; GO:0005524; GO:0006468"
"EGW08_000247"	0	0	0	0	0	0	0	0	0	"A0A433UE39"	"A0A433UE39_ELYCH"	"Uncharacterized protein"	178	""	""	""
"EGW08_000248"	112	61	52	126	63	63	107	63	44	"A0A433UDX2"	"A0A433UDX2_ELYCH"	"Biogenesis of lysosome-related organelles complex 1 subunit 3"	189	""	""	""
"EGW08_000249"	32	11	22	32	15	17	36	23	13	"A0A433UDY8"	"A0A433UDY8_ELYCH"	"Uncharacterized protein"	222	""	""	"GO:0047429"
"EGW08_000250"	123	57	66	120	50	70	117	51	66	"A0A3S1CGK2"	"A0A3S1CGK2_ELYCH"	"Carbohydrate kinase PfkB domain-containing protein"	324	""	"phosphate-containing compound metabolic process [GO:0006796]"	"GO:0006796"
"EGW08_000251"	485	232	253	617	330	287	530	255	275	"A0A3S1BN44"	"A0A3S1BN44_ELYCH"	"Pre-mRNA-splicing factor SYF2"	234	""	"mRNA splicing, via spliceosome [GO:0000398]"	"GO:0000398; GO:0005681"
"EGW08_000252"	8	2	6	7	4	3	7	4	3	"A0A3S1A2A8"	"A0A3S1A2A8_ELYCH"	"Delta-like protein"	1193	""	"cell communication [GO:0007154]"	"GO:0005509; GO:0007154; GO:0016020"
"EGW08_000253"	2	2	0	0	0	0	1	0	1	"A0A3S1BYK3"	"A0A3S1BYK3_ELYCH"	"Uncharacterized protein"	277	""	""	""
"EGW08_000254"	52	19	33	47	22	25	57	28	29	"A0A3S1A1L5"	"A0A3S1A1L5_ELYCH"	"Uncharacterized protein"	940	""	""	""
"EGW08_000255"	20	13	7	22	13	9	17	12	5	"A0A3S1BUR9"	"A0A3S1BUR9_ELYCH"	"Beta-lactamase-related domain-containing protein"	574	""	""	""
"EGW08_000256"	117	51	66	128	70	58	109	57	52	"A0A3S1BVB2"	"A0A3S1BVB2_ELYCH"	"Urea active transporter 1"	755	""	""	"GO:0015204; GO:0016020"
"EGW08_000257"	27	15	12	22	14	8	24	13	11	"A0A3S1I4J9"	"A0A3S1I4J9_ELYCH"	"MARVEL domain-containing protein"	150	""	""	"GO:0016020"
"EGW08_000258"	0	0	0	0	0	0	1	1	0	"A0A433UDY3"	"A0A433UDY3_ELYCH"	"Uncharacterized protein"	133	""	""	""
"EGW08_000259"	0	0	0	0	0	0	0	0	0	"A0A433UE01"	"A0A433UE01_ELYCH"	"Uncharacterized protein"	137	""	""	""
"EGW08_000260"	1	1	0	0	0	0	0	0	0	"A0A433UDT0"	"A0A433UDT0_ELYCH"	"Uncharacterized protein"	260	""	""	""
"EGW08_000261"	2	1	1	0	0	0	2	2	0	"A0A433UE41"	"A0A433UE41_ELYCH"	"Uncharacterized protein"	561	""	""	""
"EGW08_000262"	0	0	0	0	0	0	0	0	0	"A0A3S1AH71"	"A0A3S1AH71_ELYCH"	"Uncharacterized protein"	211	""	""	""
"EGW08_000263"	2	1	1	3	1	2	3	0	3	"A0A433UDL6"	"A0A433UDL6_ELYCH"	"Uncharacterized protein"	180	""	""	""
"EGW08_000264"	0	0	0	0	0	0	0	0	0	"A0A433UDX5"	"A0A433UDX5_ELYCH"	"Uncharacterized protein"	101	""	""	""
"EGW08_000265"	0	0	0	0	0	0	1	0	1	"A0A433UE63"	"A0A433UE63_ELYCH"	"Tyrosine-protein kinase ephrin type A/B receptor-like domain-containing protein"	254	""	""	""
"EGW08_000266"	9	12	17	9	15	13	6	10	10	"A0A3S1A6V1"	"A0A3S1A6V1_ELYCH"	"DNA-directed DNA polymerase (EC 2.7.7.7)"	214	""	""	"GO:0000166; GO:0003677; GO:0003887"
"EGW08_000267"	0	12	8	0	7	12	0	9	5	"A0A3S1CGL1"	"A0A3S1CGL1_ELYCH"	"Uncharacterized protein"	56	""	""	""
"EGW08_000268"	1	0	1	0	0	0	0	0	0	"A0A433UDZ7"	"A0A433UDZ7_ELYCH"	"Uncharacterized protein"	205	""	""	""
