Entry	Entry Name	Protein names	Gene Names	Length	Pathway	Gene Ontology (biological process)	Gene Ontology IDs
A0A3S1BBI6	A0A3S1BBI6_ELYCH	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	EGW08_012627	145	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2. {ECO:0000256|HAMAP-Rule:MF_03125, ECO:0000256|RuleBase:RU000520}.	'de novo' AMP biosynthetic process [GO:0044208]	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208
A0A3S1BCP9	A0A3S1BCP9_ELYCH	Guanylate cyclase (EC 4.6.1.2)	EGW08_011768	1144		intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; proteolysis [GO:0006508]; regulation of catalytic activity [GO:0050790]	GO:0004197; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0006468; GO:0006508; GO:0016020; GO:0035556; GO:0050790
A0A3S1BE95	A0A3S1BE95_ELYCH	alpha-1,2-Mannosidase (EC 3.2.1.-)	EGW08_010256	917		carbohydrate metabolic process [GO:0005975]; endoplasmic reticulum mannose trimming [GO:1904380]; mannose trimming involved in glycoprotein ERAD pathway [GO:1904382]	GO:0004571; GO:0005509; GO:0005975; GO:0016020; GO:0044322; GO:1904380; GO:1904382
A0A3S1BIH7	A0A3S1BIH7_ELYCH	MoaB/Mog domain-containing protein	EGW08_003151	576	PATHWAY: Cofactor biosynthesis; molybdopterin biosynthesis. {ECO:0000256|ARBA:ARBA00005046, ECO:0000256|RuleBase:RU365090}.	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	GO:0005524; GO:0006777; GO:0046872; GO:0061598; GO:0061599
A0A3S1BJP0	A0A3S1BJP0_ELYCH	Phosphatidylserine synthase (EC 2.7.8.29) (Serine-exchange enzyme)	EGW08_023410	427	PATHWAY: Lipid metabolism. {ECO:0000256|ARBA:ARBA00005189}.; PATHWAY: Phospholipid metabolism; phosphatidylserine biosynthesis. {ECO:0000256|ARBA:ARBA00004916, ECO:0000256|RuleBase:RU368094}.	phosphatidylserine biosynthetic process [GO:0006659]	GO:0005789; GO:0006659; GO:0106245
A0A3S1BKY4	A0A3S1BKY4_ELYCH	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9)	EGW08_001531	703		formation of cytoplasmic translation initiation complex [GO:0001732]	GO:0001732; GO:0003723; GO:0003743; GO:0005852; GO:0016282; GO:0031369; GO:0033290
A0A3S1BMG4	A0A3S1BMG4_ELYCH	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog)	EGW08_000508	374		cytoplasmic translation [GO:0002181]; tRNA nucleoside ribose methylation [GO:0002128]	GO:0002128; GO:0002181; GO:0005737; GO:0106339
A0A3S1BMZ3	A0A3S1BMZ3_ELYCH	NAD-capped RNA hydrolase NUDT12 (EC 3.6.1.22) (NADH pyrophosphatase NUDT12) (Nucleoside diphosphate-linked moiety X motif 12)	EGW08_004738	547			GO:0000210; GO:0005777; GO:0035529; GO:0046872
A0A3S1BNL6	A0A3S1BNL6_ELYCH	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1)	EGW08_004415	564		phosphorylation [GO:0016310]; ribosome biogenesis [GO:0042254]	GO:0004674; GO:0005524; GO:0005737; GO:0016310; GO:0016787; GO:0042254; GO:0046872
A0A3S1BPJ2	A0A3S1BPJ2_ELYCH	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	EGW08_003823	344	PATHWAY: Purine metabolism; AMP biosynthesis via salvage pathway; AMP from adenosine: step 1/1. {ECO:0000256|ARBA:ARBA00004801, ECO:0000256|RuleBase:RU368116}.	AMP salvage [GO:0044209]; phosphorylation [GO:0016310]; purine ribonucleoside salvage [GO:0006166]	GO:0004001; GO:0005524; GO:0005634; GO:0006166; GO:0016310; GO:0044209
A0A3S1BQ14	A0A3S1BQ14_ELYCH	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	EGW08_020182	686			GO:0003958; GO:0005789; GO:0010181; GO:0050660; GO:0050661
A0A3S1BQG6	A0A3S1BQG6_ELYCH	Androgen-dependent TFPI-regulating protein	EGW08_003240	228			GO:0016020
A0A3S1BQJ6	A0A3S1BQJ6_ELYCH	Histone deacetylase (EC 3.5.1.98)	EGW08_003161	932		histone deacetylation [GO:0016575]; negative regulation of transcription by RNA polymerase II [GO:0000122]	GO:0000118; GO:0000122; GO:0004407; GO:0016575; GO:0046872
A0A3S1BSF1	A0A3S1BSF1_ELYCH	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	EGW08_002002	184	PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via salvage pathway; L-methionine from S-methyl-5-thio-alpha-D-ribose 1-phosphate: step 5/6. {ECO:0000256|HAMAP-Rule:MF_03154}.	L-methionine salvage from methylthioadenosine [GO:0019509]	GO:0005506; GO:0005634; GO:0005737; GO:0010308; GO:0010309; GO:0016151; GO:0019509
A0A3S1C3H7	A0A3S1C3H7_ELYCH	Guanylate cyclase (EC 4.6.1.2)	EGW08_010294	1195		intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]	GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0006468; GO:0016020; GO:0035556
A0A3S1C9S6	A0A3S1C9S6_ELYCH	Phosphatidylinositol-3-phosphate phosphatase (EC 3.1.3.48) (EC 3.1.3.64)	EGW08_005405	779		dephosphorylation [GO:0016311]	GO:0004438; GO:0004725; GO:0005737; GO:0016020; GO:0016311; GO:0046872
A0A3S1CAJ4	A0A3S1CAJ4_ELYCH	Phosphatidylserine synthase (EC 2.7.8.29) (Serine-exchange enzyme)	EGW08_004733	386	PATHWAY: Lipid metabolism. {ECO:0000256|ARBA:ARBA00005189}.; PATHWAY: Phospholipid metabolism; phosphatidylserine biosynthesis. {ECO:0000256|ARBA:ARBA00004916, ECO:0000256|RuleBase:RU368094}.	phosphatidylserine biosynthetic process [GO:0006659]	GO:0005789; GO:0006659; GO:0106245
A0A3S1CAR9	A0A3S1CAR9_ELYCH	E3 ubiquitin-protein ligase (EC 2.3.2.26)	EGW08_004572	2586	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906, ECO:0000256|RuleBase:RU369009}.	protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0006511; GO:0016567; GO:0046872; GO:0061630
A0A3S1CCE7	A0A3S1CCE7_ELYCH	Glutathione S-transferase omega (GSTO) (EC 1.20.4.2) (EC 1.8.5.1) (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (Monomethylarsonic acid reductase)	EGW08_003313	276		glutathione metabolic process [GO:0006749]	GO:0004364; GO:0005737; GO:0006749; GO:0045174; GO:0050610
A0A3S1H009	A0A3S1H009_ELYCH	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	EGW08_022712	514	PATHWAY: Purine metabolism; XMP biosynthesis via de novo pathway; XMP from IMP: step 1/1. {ECO:0000256|ARBA:ARBA00024330, ECO:0000256|HAMAP-Rule:MF_03156, ECO:0000256|RuleBase:RU003928}.	GMP biosynthetic process [GO:0006177]	GO:0000166; GO:0003938; GO:0005737; GO:0006177; GO:0046872
A0A3S1H2D8	A0A3S1H2D8_ELYCH	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)	EGW08_021406	492		proteolysis [GO:0006508]	GO:0004239; GO:0005737; GO:0006508; GO:0046872; GO:0070006
A0A3S1H5L0	A0A3S1H5L0_ELYCH	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1)	EGW08_019571	820			GO:0005509; GO:0005615; GO:0005654; GO:0005737; GO:0005856; GO:0016010; GO:0042383; GO:0045211
A0A3S1HGQ6	A0A3S1HGQ6_ELYCH	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	EGW08_013189	224		ADP biosynthetic process [GO:0006172]; AMP metabolic process [GO:0046033]; GTP metabolic process [GO:0046039]; ITP metabolic process [GO:0046041]; phosphorylation [GO:0016310]	GO:0004017; GO:0005524; GO:0005525; GO:0005759; GO:0006172; GO:0016310; GO:0046033; GO:0046039; GO:0046041; GO:0046899
A0A3S1I4G0	A0A3S1I4G0_ELYCH	Glutathione S-transferase omega (GSTO) (EC 1.20.4.2) (EC 1.8.5.1) (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (Monomethylarsonic acid reductase)	EGW08_000206	245		glutathione metabolic process [GO:0006749]	GO:0004364; GO:0005737; GO:0006749; GO:0045174; GO:0050610
A0A433SIR3	A0A433SIR3_ELYCH	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)	EGW08_023328	387	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; succinate from succinyl-CoA (ligase route): step 1/1. {ECO:0000256|ARBA:ARBA00005064, ECO:0000256|HAMAP-Rule:MF_03219}.	tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0004775; GO:0005524; GO:0005739; GO:0006099
A0A433SJ83	A0A433SJ83_ELYCH	Bifunctional purine biosynthesis protein ATIC (EC 2.1.2.3) (EC 3.5.4.10) (AICAR transformylase/inosine monophosphate cyclohydrolase)	EGW08_023153	721	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide (10-formyl THF route): step 1/1. {ECO:0000256|ARBA:ARBA00004954}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; IMP from 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide: step 1/1. {ECO:0000256|ARBA:ARBA00004844}.	'de novo' IMP biosynthetic process [GO:0006189]	GO:0003937; GO:0004643; GO:0005829; GO:0006189; GO:0016491
A0A433SJA7	A0A433SJA7_ELYCH	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	EGW08_023184	334	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 1/5. {ECO:0000256|ARBA:ARBA00004869, ECO:0000256|RuleBase:RU361160}.	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]	GO:0004365; GO:0006006; GO:0006096; GO:0050661; GO:0051287
A0A433SJJ7	A0A433SJJ7_ELYCH	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	EGW08_023009	638		iron-sulfur cluster assembly [GO:0016226]	GO:0003958; GO:0005737; GO:0010181; GO:0016226; GO:0050660; GO:0050661
A0A433SM07	A0A433SM07_ELYCH	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	EGW08_022033	336	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 1/5. {ECO:0000256|ARBA:ARBA00004869, ECO:0000256|RuleBase:RU361160}.	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]	GO:0004365; GO:0006006; GO:0006096; GO:0050661; GO:0051287
A0A433SML5	A0A433SML5_ELYCH	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)	EGW08_021798	355	PATHWAY: Cofactor biosynthesis; ubiquinone biosynthesis. {ECO:0000256|HAMAP-Rule:MF_03190}.	methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]	GO:0004395; GO:0006744; GO:0008425; GO:0008689; GO:0031314; GO:0032259
A0A433SN23	A0A433SN23_ELYCH	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)	EGW08_021607	211		iron-sulfur cluster assembly [GO:0016226]	GO:0005758; GO:0009055; GO:0016226; GO:0046872; GO:0051537; GO:0051539
A0A433SNH5	A0A433SNH5_ELYCH	Putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (EC 3.2.2.-)	EGW08_021499	147		deoxyribonucleoside monophosphate catabolic process [GO:0009159]; nucleoside metabolic process [GO:0009116]; nucleotide metabolic process [GO:0009117]	GO:0005634; GO:0005737; GO:0009116; GO:0009117; GO:0009159; GO:0070694
A0A433SNQ0	A0A433SNQ0_ELYCH	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase listerin)	EGW08_021358	902	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906, ECO:0000256|RuleBase:RU367090}.	protein ubiquitination [GO:0016567]; rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]	GO:0005829; GO:0008270; GO:0016567; GO:0043023; GO:0061630; GO:0072344; GO:1990112; GO:1990116
A0A433SNS7	A0A433SNS7_ELYCH	Phosphatidylinositol-3-phosphate phosphatase (EC 3.1.3.48) (EC 3.1.3.64)	EGW08_021356	1462		dephosphorylation [GO:0016311]	GO:0004438; GO:0004725; GO:0005737; GO:0016020; GO:0016311; GO:0046872
A0A433SQA5	A0A433SQA5_ELYCH	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3 EGW08_020823	797		mRNA processing [GO:0006397]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; positive regulation of cytoplasmic mRNA processing body assembly [GO:0010606]; protein phosphorylation [GO:0006468]	GO:0000289; GO:0000932; GO:0003723; GO:0004672; GO:0005524; GO:0006397; GO:0006468; GO:0010606; GO:0031251
A0A433SRU0	A0A433SRU0_ELYCH	NAD(P)H oxidase (H2O2-forming) (EC 1.6.3.1)	EGW08_020240	1580		hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]	GO:0004601; GO:0005509; GO:0006979; GO:0016020; GO:0016174; GO:0020037; GO:0042744
A0A433STA8	A0A433STA8_ELYCH	Formimidoyltransferase-cyclodeaminase (EC 2.1.2.5) (EC 4.3.1.4) (Formiminotransferase-cyclodeaminase)	EGW08_019747	410	PATHWAY: Amino-acid degradation; L-histidine degradation into L-glutamate; L-glutamate from N-formimidoyl-L-glutamate (transferase route): step 1/1. {ECO:0000256|ARBA:ARBA00005082}.	histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	GO:0005542; GO:0005794; GO:0005814; GO:0019556; GO:0019557; GO:0030409; GO:0030412
A0A433SUC1	A0A433SUC1_ELYCH	Regulator of telomere elongation helicase 1 homolog (EC 3.6.4.12)	EGW08_019348	1134		DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; regulation of double-strand break repair via homologous recombination [GO:0010569]; telomere maintenance [GO:0000723]	GO:0000723; GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0010569; GO:0016887; GO:0046872; GO:0051539
A0A433T105	A0A433T105_ELYCH	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	EGW08_017020	357	PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via salvage pathway; L-methionine from S-methyl-5-thio-alpha-D-ribose 1-phosphate: step 1/6. {ECO:0000256|HAMAP-Rule:MF_03119}.	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]	GO:0005634; GO:0005737; GO:0019284; GO:0019509; GO:0046523
A0A433T3V2	A0A433T3V2_ELYCH	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	EGW08_016018	460	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; succinate from succinyl-CoA (ligase route): step 1/1. {ECO:0000256|ARBA:ARBA00005064, ECO:0000256|HAMAP-Rule:MF_03220}.	tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0004775; GO:0005524; GO:0005739; GO:0006099
A0A433T4K6	A0A433T4K6_ELYCH	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase (EC 3.1.3.64) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase)	EGW08_015764	649		dephosphorylation [GO:0016311]; lipid metabolic process [GO:0006629]	GO:0004438; GO:0005737; GO:0006629; GO:0016020; GO:0016311; GO:0052629
A0A433T579	A0A433T579_ELYCH	Oxidized purine nucleoside triphosphate hydrolase (EC 3.6.1.56) (2-hydroxy-dATP diphosphatase) (7,8-dihydro-8-oxoguanine triphosphatase) (8-oxo-dGTPase) (Methylated purine nucleoside triphosphate hydrolase) (Nucleoside diphosphate-linked moiety X motif 1)	EGW08_015566	161		DNA protection [GO:0042262]	GO:0005634; GO:0008413; GO:0042262
A0A433T5F2	A0A433T5F2_ELYCH	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	EGW08_015478	700			GO:0004467; GO:0005524
A0A433T5L2	A0A433T5L2_ELYCH	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1)	PIF1 EGW08_015348	670		DNA recombination [GO:0006310]; DNA repair [GO:0006281]; mitochondrial genome maintenance [GO:0000002]; telomere maintenance [GO:0000723]	GO:0000002; GO:0000723; GO:0003677; GO:0005524; GO:0005634; GO:0005739; GO:0006281; GO:0006310; GO:0016887; GO:0043139
A0A433T972	A0A433T972_ELYCH	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	EGW08_014172	417	PATHWAY: Amino-acid degradation; L-tryptophan degradation via kynurenine pathway; L-kynurenine from L-tryptophan: step 1/2. {ECO:0000256|HAMAP-Rule:MF_03020}.	tryptophan catabolic process to kynurenine [GO:0019441]	GO:0004833; GO:0019441; GO:0020037; GO:0046872
A0A433TBF4	A0A433TBF4_ELYCH	Bifunctional purine biosynthesis protein ATIC (EC 2.1.2.3) (EC 3.5.4.10) (AICAR transformylase/inosine monophosphate cyclohydrolase)	EGW08_013299	499	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide (10-formyl THF route): step 1/1. {ECO:0000256|ARBA:ARBA00004954}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; IMP from 5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide: step 1/1. {ECO:0000256|ARBA:ARBA00004844}.	'de novo' IMP biosynthetic process [GO:0006189]	GO:0003937; GO:0004643; GO:0005829; GO:0006189
A0A433TCL2	A0A433TCL2_ELYCH	Flavin-containing monooxygenase (EC 1.-.-.-)	EGW08_012891	537			GO:0004499; GO:0005789; GO:0034899; GO:0047822; GO:0050660; GO:0050661
A0A433TD12	A0A433TD12_ELYCH	E3 ubiquitin-protein ligase (EC 2.3.2.27)	EGW08_012850	373	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|RuleBase:RU367115}.	protein autoubiquitination [GO:0051865]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt signaling pathway [GO:0016055]	GO:0005829; GO:0006511; GO:0008270; GO:0016055; GO:0051865; GO:0061630; GO:0072572
A0A433TD13	A0A433TD13_ELYCH	Hedgehog protein	EGW08_012762	696		cell-cell signaling [GO:0007267]; intein-mediated protein splicing [GO:0016539]; protein autoprocessing [GO:0016540]; system development [GO:0048731]	GO:0000139; GO:0005789; GO:0005886; GO:0007267; GO:0008233; GO:0016539; GO:0016540; GO:0016740; GO:0046872; GO:0048731
A0A433TDW4	A0A433TDW4_ELYCH	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD)	EGW08_012444	295	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; quinolinate from L-kynurenine: step 3/3. {ECO:0000256|HAMAP-Rule:MF_03019}.	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; anthranilate metabolic process [GO:0043420]; quinolinate biosynthetic process [GO:0019805]; tryptophan catabolic process [GO:0006569]	GO:0000334; GO:0005737; GO:0006569; GO:0008198; GO:0019805; GO:0034354; GO:0043420
A0A433TFJ0	A0A433TFJ0_ELYCH	DNA replication licensing factor MCM6 (EC 3.6.4.12)	EGW08_011934	823		cell cycle [GO:0007049]; DNA replication initiation [GO:0006270]	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0007049; GO:0016887; GO:0042555
A0A433THR3	A0A433THR3_ELYCH	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	EGW08_011150	376		base-excision repair [GO:0006284]; DNA replication, removal of RNA primer [GO:0043137]	GO:0000287; GO:0003677; GO:0005654; GO:0005730; GO:0005739; GO:0006284; GO:0008409; GO:0017108; GO:0043137
A0A433TMJ3	A0A433TMJ3_ELYCH	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	EGW08_009449	325	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; succinate from succinyl-CoA (ligase route): step 1/1. {ECO:0000256|HAMAP-Rule:MF_03222}.	tricarboxylic acid cycle [GO:0006099]	GO:0000166; GO:0004775; GO:0004776; GO:0005739; GO:0006099
A0A433TNX3	A0A433TNX3_ELYCH	Katanin p60 ATPase-containing subunit A-like 2 (Katanin p60 subunit A-like 2) (EC 5.6.1.1) (p60 katanin-like 2)	KATNAL2 EGW08_008957	577		microtubule severing [GO:0051013]	GO:0000922; GO:0005524; GO:0005737; GO:0005874; GO:0008017; GO:0008568; GO:0016853; GO:0016887; GO:0051013
A0A433TP91	A0A433TP91_ELYCH	Folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	EGW08_008815	608	PATHWAY: Cofactor biosynthesis; tetrahydrofolylpolyglutamate biosynthesis. {ECO:0000256|ARBA:ARBA00005150, ECO:0000256|PIRNR:PIRNR038895}.	one-carbon metabolic process [GO:0006730]	GO:0004326; GO:0005524; GO:0006730; GO:0046872
A0A433TPJ4	A0A433TPJ4_ELYCH	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	EGW08_008794	667	PATHWAY: Carbohydrate metabolism; tricarboxylic acid cycle; fumarate from succinate (eukaryal route): step 1/1. {ECO:0000256|RuleBase:RU362051}.	electron transport chain [GO:0022900]; tricarboxylic acid cycle [GO:0006099]	GO:0005743; GO:0006099; GO:0008177; GO:0022900; GO:0050660; GO:0102040
A0A433TQJ0	A0A433TQJ0_ELYCH	Alkylglycerone-phosphate synthase (Alkyl-DHAP synthase) (EC 2.5.1.26)	EGW08_008472	497	PATHWAY: Glycerolipid metabolism; ether lipid biosynthesis. {ECO:0000256|ARBA:ARBA00004670, ECO:0000256|RuleBase:RU363113}.	ether lipid biosynthetic process [GO:0008611]	GO:0005777; GO:0008609; GO:0008611; GO:0071949
A0A433TTE8	A0A433TTE8_ELYCH	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	EGW08_007436	1444		phosphorylation [GO:0016310]	GO:0000827; GO:0000829; GO:0000832; GO:0005524; GO:0005829; GO:0016310; GO:0033857; GO:0052723; GO:0052724
A0A433TU63	A0A433TU63_ELYCH	Chromatin-remodeling ATPase INO80 (EC 3.6.4.-)	EGW08_007173	1487		DNA repair [GO:0006281]	GO:0003677; GO:0005524; GO:0006281; GO:0016787; GO:0031011; GO:0140658
A0A433TVP7	A0A433TVP7_ELYCH	Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1)	EGW08_006624	274	PATHWAY: Purine metabolism; purine nucleoside salvage. {ECO:0000256|HAMAP-Rule:MF_03155}.	purine ribonucleoside salvage [GO:0006166]	GO:0005634; GO:0005737; GO:0006166; GO:0017061
A0A433TW01	A0A433TW01_ELYCH	Methylcytosine dioxygenase TET (EC 1.14.11.80)	EGW08_006460	1271		5-methylcytosine catabolic process [GO:0006211]; DNA demethylation [GO:0080111]	GO:0005634; GO:0005694; GO:0006211; GO:0008270; GO:0070579; GO:0080111
