Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
A0A3S1C9S6	unreviewed	A0A3S1C9S6_ELYCH	Phosphatidylinositol-3-phosphate phosphatase (EC 3.1.3.48) (EC 3.1.3.64)	EGW08_005405	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	779	GO:0004438; GO:0004725; GO:0005737; GO:0016020; GO:0016311; GO:0046872
A0A3S1CAJ4	unreviewed	A0A3S1CAJ4_ELYCH	Phosphatidylserine synthase (EC 2.7.8.29) (Serine-exchange enzyme)	EGW08_004733	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	386	GO:0005789; GO:0006659; GO:0106245
A0A3S1CAR9	unreviewed	A0A3S1CAR9_ELYCH	E3 ubiquitin-protein ligase (EC 2.3.2.26)	EGW08_004572	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2586	GO:0006511; GO:0016567; GO:0046872; GO:0061630
A0A3S1CCE7	unreviewed	A0A3S1CCE7_ELYCH	Glutathione S-transferase omega (GSTO) (EC 1.20.4.2) (EC 1.8.5.1) (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (Monomethylarsonic acid reductase)	EGW08_003313	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	276	GO:0004364; GO:0005737; GO:0006749; GO:0045174; GO:0050610
A0A3S1H009	unreviewed	A0A3S1H009_ELYCH	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	EGW08_022712	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	514	GO:0000166; GO:0003938; GO:0005737; GO:0006177; GO:0046872
A0A3S1H2D8	unreviewed	A0A3S1H2D8_ELYCH	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)	EGW08_021406	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	492	GO:0004239; GO:0005737; GO:0006508; GO:0046872; GO:0070006
A0A3S1H5L0	unreviewed	A0A3S1H5L0_ELYCH	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1)	EGW08_019571	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	820	GO:0005509; GO:0005615; GO:0005654; GO:0005737; GO:0005856; GO:0016010; GO:0042383; GO:0045211
A0A3S1HGQ6	unreviewed	A0A3S1HGQ6_ELYCH	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	EGW08_013189	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	224	GO:0004017; GO:0005524; GO:0005525; GO:0005759; GO:0006172; GO:0016310; GO:0046033; GO:0046039; GO:0046041; GO:0046899
A0A3S1I4G0	unreviewed	A0A3S1I4G0_ELYCH	Glutathione S-transferase omega (GSTO) (EC 1.20.4.2) (EC 1.8.5.1) (EC 2.5.1.18) (Glutathione-dependent dehydroascorbate reductase) (Monomethylarsonic acid reductase)	EGW08_000206	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	245	GO:0004364; GO:0005737; GO:0006749; GO:0045174; GO:0050610
A0A433SIR3	unreviewed	A0A433SIR3_ELYCH	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)	EGW08_023328	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	387	GO:0000287; GO:0004775; GO:0005524; GO:0005739; GO:0006099
A0A433SJ83	unreviewed	A0A433SJ83_ELYCH	Bifunctional purine biosynthesis protein ATIC (EC 2.1.2.3) (EC 3.5.4.10) (AICAR transformylase/inosine monophosphate cyclohydrolase)	EGW08_023153	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	721	GO:0003937; GO:0004643; GO:0005829; GO:0006189; GO:0016491
A0A433SJA7	unreviewed	A0A433SJA7_ELYCH	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	EGW08_023184	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	334	GO:0004365; GO:0006006; GO:0006096; GO:0050661; GO:0051287
A0A433SJJ7	unreviewed	A0A433SJJ7_ELYCH	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	EGW08_023009	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	638	GO:0003958; GO:0005737; GO:0010181; GO:0016226; GO:0050660; GO:0050661
A0A433SM07	unreviewed	A0A433SM07_ELYCH	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	EGW08_022033	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	336	GO:0004365; GO:0006006; GO:0006096; GO:0050661; GO:0051287
A0A433SML5	unreviewed	A0A433SML5_ELYCH	Ubiquinone biosynthesis O-methyltransferase, mitochondrial (3-demethylubiquinol 3-O-methyltransferase) (EC 2.1.1.64) (Polyprenyldihydroxybenzoate methyltransferase) (EC 2.1.1.114)	EGW08_021798	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	355	GO:0004395; GO:0006744; GO:0008425; GO:0008689; GO:0031314; GO:0032259
A0A433SN23	unreviewed	A0A433SN23_ELYCH	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)	EGW08_021607	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	211	GO:0005758; GO:0009055; GO:0016226; GO:0046872; GO:0051537; GO:0051539
A0A433SNH5	unreviewed	A0A433SNH5_ELYCH	Putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (EC 3.2.2.-)	EGW08_021499	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	147	GO:0005634; GO:0005737; GO:0009116; GO:0009117; GO:0009159; GO:0070694
A0A433SNQ0	unreviewed	A0A433SNQ0_ELYCH	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase listerin)	EGW08_021358	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	902	GO:0005829; GO:0008270; GO:0016567; GO:0043023; GO:0061630; GO:0072344; GO:1990112; GO:1990116
A0A433SNS7	unreviewed	A0A433SNS7_ELYCH	Phosphatidylinositol-3-phosphate phosphatase (EC 3.1.3.48) (EC 3.1.3.64)	EGW08_021356	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1462	GO:0004438; GO:0004725; GO:0005737; GO:0016020; GO:0016311; GO:0046872
A0A433SQA5	unreviewed	A0A433SQA5_ELYCH	PAN2-PAN3 deadenylation complex subunit PAN3 (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 3) (PAN deadenylation complex subunit 3)	PAN3 EGW08_020823	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	797	GO:0000289; GO:0000932; GO:0003723; GO:0004672; GO:0005524; GO:0006397; GO:0006468; GO:0010606; GO:0031251
A0A433SRU0	unreviewed	A0A433SRU0_ELYCH	NAD(P)H oxidase (H2O2-forming) (EC 1.6.3.1)	EGW08_020240	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1580	GO:0004601; GO:0005509; GO:0006979; GO:0016020; GO:0016174; GO:0020037; GO:0042744
A0A433STA8	unreviewed	A0A433STA8_ELYCH	Formimidoyltransferase-cyclodeaminase (EC 2.1.2.5) (EC 4.3.1.4) (Formiminotransferase-cyclodeaminase)	EGW08_019747	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	410	GO:0005542; GO:0005794; GO:0005814; GO:0019556; GO:0019557; GO:0030409; GO:0030412
A0A433SUC1	unreviewed	A0A433SUC1_ELYCH	Regulator of telomere elongation helicase 1 homolog (EC 3.6.4.12)	EGW08_019348	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1134	GO:0000723; GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0010569; GO:0016887; GO:0046872; GO:0051539
A0A433T105	unreviewed	A0A433T105_ELYCH	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	EGW08_017020	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	357	GO:0005634; GO:0005737; GO:0019284; GO:0019509; GO:0046523
A0A433T3V2	unreviewed	A0A433T3V2_ELYCH	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	EGW08_016018	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	460	GO:0000287; GO:0004775; GO:0005524; GO:0005739; GO:0006099
A0A433T4K6	unreviewed	A0A433T4K6_ELYCH	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase (EC 3.1.3.64) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase)	EGW08_015764	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	649	GO:0004438; GO:0005737; GO:0006629; GO:0016020; GO:0016311; GO:0052629
A0A433T579	unreviewed	A0A433T579_ELYCH	Oxidized purine nucleoside triphosphate hydrolase (EC 3.6.1.56) (2-hydroxy-dATP diphosphatase) (7,8-dihydro-8-oxoguanine triphosphatase) (8-oxo-dGTPase) (Methylated purine nucleoside triphosphate hydrolase) (Nucleoside diphosphate-linked moiety X motif 1)	EGW08_015566	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	161	GO:0005634; GO:0008413; GO:0042262
A0A433T5F2	unreviewed	A0A433T5F2_ELYCH	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	EGW08_015478	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	700	GO:0004467; GO:0005524
A0A433T5L2	unreviewed	A0A433T5L2_ELYCH	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1)	PIF1 EGW08_015348	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	670	GO:0000002; GO:0000723; GO:0003677; GO:0005524; GO:0005634; GO:0005739; GO:0006281; GO:0006310; GO:0016887; GO:0043139
A0A433T972	unreviewed	A0A433T972_ELYCH	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	EGW08_014172	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	417	GO:0004833; GO:0019441; GO:0020037; GO:0046872
A0A433TBF4	unreviewed	A0A433TBF4_ELYCH	Bifunctional purine biosynthesis protein ATIC (EC 2.1.2.3) (EC 3.5.4.10) (AICAR transformylase/inosine monophosphate cyclohydrolase)	EGW08_013299	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	499	GO:0003937; GO:0004643; GO:0005829; GO:0006189
A0A433TCL2	unreviewed	A0A433TCL2_ELYCH	Flavin-containing monooxygenase (EC 1.-.-.-)	EGW08_012891	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	537	GO:0004499; GO:0005789; GO:0034899; GO:0047822; GO:0050660; GO:0050661
A0A433TD12	unreviewed	A0A433TD12_ELYCH	E3 ubiquitin-protein ligase (EC 2.3.2.27)	EGW08_012850	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	373	GO:0005829; GO:0006511; GO:0008270; GO:0016055; GO:0051865; GO:0061630; GO:0072572
A0A433TD13	unreviewed	A0A433TD13_ELYCH	Hedgehog protein	EGW08_012762	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	696	GO:0000139; GO:0005789; GO:0005886; GO:0007267; GO:0008233; GO:0016539; GO:0016540; GO:0016740; GO:0046872; GO:0048731
A0A433TDW4	unreviewed	A0A433TDW4_ELYCH	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD)	EGW08_012444	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	295	GO:0000334; GO:0005737; GO:0006569; GO:0008198; GO:0019805; GO:0034354; GO:0043420
A0A433TFJ0	unreviewed	A0A433TFJ0_ELYCH	DNA replication licensing factor MCM6 (EC 3.6.4.12)	EGW08_011934	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	823	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0007049; GO:0016887; GO:0042555
A0A433THR3	unreviewed	A0A433THR3_ELYCH	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	EGW08_011150	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	376	GO:0000287; GO:0003677; GO:0005654; GO:0005730; GO:0005739; GO:0006284; GO:0008409; GO:0017108; GO:0043137
A0A433TMJ3	unreviewed	A0A433TMJ3_ELYCH	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	EGW08_009449	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	325	GO:0000166; GO:0004775; GO:0004776; GO:0005739; GO:0006099
A0A433TNX3	unreviewed	A0A433TNX3_ELYCH	Katanin p60 ATPase-containing subunit A-like 2 (Katanin p60 subunit A-like 2) (EC 5.6.1.1) (p60 katanin-like 2)	KATNAL2 EGW08_008957	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	577	GO:0000922; GO:0005524; GO:0005737; GO:0005874; GO:0008017; GO:0008568; GO:0016853; GO:0016887; GO:0051013
A0A433TP91	unreviewed	A0A433TP91_ELYCH	Folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	EGW08_008815	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	608	GO:0004326; GO:0005524; GO:0006730; GO:0046872
A0A433TPJ4	unreviewed	A0A433TPJ4_ELYCH	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	EGW08_008794	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	667	GO:0005743; GO:0006099; GO:0008177; GO:0022900; GO:0050660; GO:0102040
A0A433TQJ0	unreviewed	A0A433TQJ0_ELYCH	Alkylglycerone-phosphate synthase (Alkyl-DHAP synthase) (EC 2.5.1.26)	EGW08_008472	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	497	GO:0005777; GO:0008609; GO:0008611; GO:0071949
A0A433TTE8	unreviewed	A0A433TTE8_ELYCH	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	EGW08_007436	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1444	GO:0000827; GO:0000829; GO:0000832; GO:0005524; GO:0005829; GO:0016310; GO:0033857; GO:0052723; GO:0052724
A0A433TU63	unreviewed	A0A433TU63_ELYCH	Chromatin-remodeling ATPase INO80 (EC 3.6.4.-)	EGW08_007173	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1487	GO:0003677; GO:0005524; GO:0006281; GO:0016787; GO:0031011; GO:0140658
A0A433TVP7	unreviewed	A0A433TVP7_ELYCH	Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1)	EGW08_006624	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	274	GO:0005634; GO:0005737; GO:0006166; GO:0017061
A0A433TW01	unreviewed	A0A433TW01_ELYCH	Methylcytosine dioxygenase TET (EC 1.14.11.80)	EGW08_006460	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1271	GO:0005634; GO:0005694; GO:0006211; GO:0008270; GO:0070579; GO:0080111
A0A433U0M0	unreviewed	A0A433U0M0_ELYCH	ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)	EGW08_004845	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	781	GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872
A0A433U2N9	unreviewed	A0A433U2N9_ELYCH	Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase)	EGW08_004140	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	540	GO:0000287; GO:0004610; GO:0005975; GO:0006048
A0A433U2P9	unreviewed	A0A433U2P9_ELYCH	DNA replication licensing factor MCM4 (EC 3.6.4.12)	EGW08_004150	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	901	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0016887; GO:0042555
A0A433U3N6	unreviewed	A0A433U3N6_ELYCH	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	EGW08_003821	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	275	GO:0004001; GO:0005524; GO:0005634; GO:0006166; GO:0016310; GO:0044209
A0A433U3X6	unreviewed	A0A433U3X6_ELYCH	[heparan sulfate]-glucosamine N-sulfotransferase (EC 2.8.2.8)	EGW08_003708	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	892	GO:0015012; GO:0015016; GO:0016020; GO:0016787; GO:0030210
A0A433U4X8	unreviewed	A0A433U4X8_ELYCH	ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)	EGW08_003393	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	334	GO:0005524; GO:0005783; GO:0016887; GO:0045048; GO:0046872
A0A433U586	unreviewed	A0A433U586_ELYCH	Androgen-dependent TFPI-regulating protein	EGW08_003239	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	229	GO:0016020
A0A433U6Q3	unreviewed	A0A433U6Q3_ELYCH	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)	EGW08_002736	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	4818	GO:0004842; GO:0005634; GO:0006281; GO:0008270; GO:0016020; GO:0016567
A0A433U8G8	unreviewed	A0A433U8G8_ELYCH	DNA polymerase (EC 2.7.7.7)	EGW08_002156	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	335	GO:0003677; GO:0003887; GO:0005634; GO:0005737; GO:0006281; GO:0016829; GO:0046872
A0A433U8X7	unreviewed	A0A433U8X7_ELYCH	Tyrosine-protein kinase receptor (EC 2.7.10.1)	EGW08_002017	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1758	GO:0004714; GO:0005524; GO:0006468; GO:0007169; GO:0016020
A0A433UD72	unreviewed	A0A433UD72_ELYCH	Notch	EGW08_000554	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2317	GO:0005509; GO:0005634; GO:0005886; GO:0007219; GO:0030154; GO:0050793
A7XUU1	unreviewed	A7XUU1_ELYCH	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	coxI	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	210	GO:0004129; GO:0005743; GO:0006119; GO:0020037; GO:0046872; GO:0070469
B2D6I7	unreviewed	B2D6I7_ELYCH	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	coxI	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	509	GO:0004129; GO:0005743; GO:0006119; GO:0020037; GO:0045277; GO:0046872
B7T1R0	unreviewed	B7T1R0_VAULI	ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpB	Vaucheria litorea (Yellow-green alga)	473	GO:0005524; GO:0009535; GO:0045261; GO:0046933; GO:0046961
B7T1R5	unreviewed	B7T1R5_VAULI	Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7)	chlB	Vaucheria litorea (Yellow-green alga)	508	GO:0005524; GO:0009507; GO:0016636; GO:0016730; GO:0019685; GO:0036068; GO:0046872; GO:0051539
B7T1R6	unreviewed	B7T1R6_VAULI	ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA	Vaucheria litorea (Yellow-green alga)	504	GO:0005524; GO:0009535; GO:0045261; GO:0046933; GO:0046961
B7T1S0	unreviewed	B7T1S0_VAULI	ATP synthase subunit c, chloroplastic (ATP synthase F(0) sector subunit c) (ATPase subunit III) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpH	Vaucheria litorea (Yellow-green alga)	82	GO:0008289; GO:0009535; GO:0045263; GO:0046933
B7T1S4	unreviewed	B7T1S4_VAULI	DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta'')	rpoC2	Vaucheria litorea (Yellow-green alga)	1275	GO:0000428; GO:0003677; GO:0003899; GO:0006351; GO:0008270; GO:0009507
B7T1S5	unreviewed	B7T1S5_VAULI	DNA-directed RNA polymerase subunit beta' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta') (RNA polymerase subunit beta')	rpoC1	Vaucheria litorea (Yellow-green alga)	611	GO:0000287; GO:0000428; GO:0003677; GO:0003899; GO:0006351; GO:0008270; GO:0009507
B7T1S6	unreviewed	B7T1S6_VAULI	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta) (RNA polymerase subunit beta)	rpoB	Vaucheria litorea (Yellow-green alga)	1092	GO:0000428; GO:0003677; GO:0003899; GO:0006351; GO:0009507; GO:0032549
B7T1T0	unreviewed	B7T1T0_VAULI	Photosystem II D2 protein (PSII D2 protein) (EC 1.10.3.9) (Photosystem Q(A) protein)	psbD	Vaucheria litorea (Yellow-green alga)	351	GO:0005506; GO:0009523; GO:0009535; GO:0009772; GO:0016168; GO:0045156
B7T1T1	unreviewed	B7T1T1_VAULI	Photosystem II CP43 reaction center protein (PSII 43 kDa protein) (Protein CP-43)	psbC	Vaucheria litorea (Yellow-green alga)	485	GO:0009523; GO:0009535; GO:0009772; GO:0016168; GO:0045156; GO:0046872
B7T1V0	reviewed	FTSH_VAULI	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH	Vaucheria litorea (Yellow-green alga)	644	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0008270; GO:0009535; GO:0016887; GO:0030163
B7T1Z7	unreviewed	B7T1Z7_VAULI	Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7)	chlN	Vaucheria litorea (Yellow-green alga)	455	GO:0005524; GO:0009507; GO:0016636; GO:0016730; GO:0019685; GO:0036068; GO:0046872; GO:0051539
B7T1Z8	unreviewed	B7T1Z8_VAULI	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7)	chlL	Vaucheria litorea (Yellow-green alga)	290	GO:0005524; GO:0009507; GO:0016636; GO:0016730; GO:0019685; GO:0036068; GO:0046872; GO:0051539
B7T207	unreviewed	B7T207_VAULI	Cytochrome c-550 (Cytochrome c550)	psbV	Vaucheria litorea (Yellow-green alga)	163	GO:0005506; GO:0009055; GO:0009523; GO:0009535; GO:0018063; GO:0019684; GO:0020037; GO:0022904
B7T213	unreviewed	B7T213_VAULI	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	psbE	Vaucheria litorea (Yellow-green alga)	84	GO:0005506; GO:0009055; GO:0009535; GO:0009539; GO:0009767; GO:0020037
B7T214	unreviewed	B7T214_VAULI	Cytochrome b559 subunit beta (PSII reaction center subunit VI)	psbF	Vaucheria litorea (Yellow-green alga)	43	GO:0005506; GO:0009055; GO:0009535; GO:0009539; GO:0009767; GO:0020037
B7T218	unreviewed	B7T218_VAULI	Ferredoxin-thioredoxin reductase, catalytic chain (FTR-C) (EC 1.8.7.2) (Ferredoxin-thioredoxin reductase subunit B)	ftrC	Vaucheria litorea (Yellow-green alga)	116	GO:0009507; GO:0016730; GO:0046872; GO:0051539
B7T224	unreviewed	B7T224_VAULI	Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)	psaC	Vaucheria litorea (Yellow-green alga)	81	GO:0009055; GO:0009522; GO:0009535; GO:0009773; GO:0046872; GO:0051539
B7T225	unreviewed	B7T225_VAULI	Chaperonin GroEL, chloroplastic (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	groEL groL	Vaucheria litorea (Yellow-green alga)	526	GO:0005524; GO:0009507; GO:0016853; GO:0042026; GO:0051082; GO:0140662
B7T234	unreviewed	B7T234_VAULI	Protein translocase subunit SecA (EC 7.4.2.8)	secA	Vaucheria litorea (Yellow-green alga)	866	GO:0005524; GO:0006605; GO:0009535; GO:0009570; GO:0017038; GO:0065002
B7T241	unreviewed	B7T241_VAULI	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PSI-A) (PsaA)	psaA	Vaucheria litorea (Yellow-green alga)	749	GO:0000287; GO:0009055; GO:0009522; GO:0009535; GO:0015979; GO:0016168; GO:0051539
B7T242	unreviewed	B7T242_VAULI	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PSI-B) (PsaB)	psaB	Vaucheria litorea (Yellow-green alga)	734	GO:0000287; GO:0009055; GO:0009522; GO:0009535; GO:0015979; GO:0016168; GO:0051539
D5J9T8	unreviewed	D5J9T8_ELYCH	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	Co1	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	185	GO:0004129; GO:0005743; GO:0006119; GO:0020037; GO:0046872; GO:0070469
Q9GGQ2	unreviewed	Q9GGQ2_VAULI	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	rbcL	Vaucheria litorea (Yellow-green alga)	488	GO:0000287; GO:0004497; GO:0009507; GO:0016984; GO:0019253
A0A3S0Z1G8	unreviewed	A0A3S0Z1G8_ELYCH	RNA helicase	EGW08_023577	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	612	GO:0003724; GO:0005524; GO:0016787
A0A3S0Z1P3	unreviewed	A0A3S0Z1P3_ELYCH	Caveolin	EGW08_023434	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	127	GO:0000139; GO:0005901; GO:0070836
A0A3S0Z1Q9	unreviewed	A0A3S0Z1Q9_ELYCH	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2)	EGW08_023399	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	373	GO:0005743; GO:0008137; GO:0010181; GO:0045271; GO:0046872; GO:0051287; GO:0051539
A0A3S0Z256	unreviewed	A0A3S0Z256_ELYCH	Helicase ARIP4	EGW08_023120	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2052	GO:0003677; GO:0005524; GO:0005634; GO:0016887; GO:0140658
A0A3S0Z297	unreviewed	A0A3S0Z297_ELYCH	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	EGW08_023052	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	445	GO:0003989; GO:0004075; GO:0005524; GO:0006633; GO:0046872; GO:2001295
